"term","frequency","type_","great_area","term_normalize"
"adaptar",38,"BOOK_CHAPTER","0","adaptar"
"adaptation",29,"ARTICLE","0","adaptation"
"adaptation",80,"BOOK_CHAPTER","0","adaptation"
"adaptativa",75,"BOOK_CHAPTER","0","adaptativa"
"adaptativas",88,"BOOK_CHAPTER","0","adaptativas"
"adapted",13,"ARTICLE","0","adapted"
"adaptiertes",38,"BOOK_CHAPTER","0","adaptiertes"
"adaptive",1,"PATENT","0","adaptive"
"adaptive",14,"ARTICLE","0","adaptive"
"adaptive",21,"BOOK","0","adaptive"
"adaptive",21,"BOOK_CHAPTER","0","adaptive"
"addition",33,"ARTICLE","0","addition"
"additive",16,"ARTICLE","0","additive"
"additive",116,"BOOK_CHAPTER","0","additive"
"adecuada",38,"BOOK_CHAPTER","0","adecuada"
"adeilda ana da silva martins",1,"NAME","0","0"
"adeítalo manoel pinho",1,"NAME","0","0"
"adela",22,"BOOK","0","adela"
"adelaide",77,"BOOK_CHAPTER","0","adelaide"
"adelaide motta de lima",1,"NAME","0","0"
"adelaide rocha badaro",1,"NAME","0","0"
"adelia",76,"BOOK_CHAPTER","0","adelia"
"adélia maria carvalho de melo pinheiro",1,"NAME","0","0"
"adelino pereira dos santos",1,"NAME","0","0"
"adelmário",111,"BOOK_CHAPTER","0","adelmario"
"adelson ferreira da silva",1,"NAME","0","0"
"ademais",8,"ABSTRACT","0","ademais"
"ademakson souza araujo",1,"NAME","0","0"
"ademir de jesus silva júnior",1,"NAME","0","0"
"ademir silva",1,"NAME","0","0"
"adenilda lima lopes martins",1,"NAME","0","0"
"adenilson souza cunha júnior",1,"NAME","0","0"
"adenocarcinoma",13,"ARTICLE","0","adenocarcinoma"
"adenocarcinoma",42,"BOOK_CHAPTER","0","adenocarcinoma"
"adenoma",12,"ARTICLE","0","adenoma"
"adentrando",20,"BOOK_CHAPTER","0","adentrando"
"adequabilidade",38,"BOOK_CHAPTER","0","adequabilidade"
"adequação",21,"ARTICLE","0","adequacao"
"adequação",42,"BOOK","0","adequacao"
"adequação",247,"BOOK_CHAPTER","0","adequacao"
"adequada",9,"ARTICLE","0","adequada"
"adequada",60,"BOOK","0","adequada"
"adequada",81,"BOOK_CHAPTER","0","adequada"
"adequaram",30,"BOOK","0","adequaram"
"adequate",8,"ARTICLE","0","adequate"
"aderência",9,"ARTICLE","0","aderencia"
"aderência",107,"BOOK_CHAPTER","0","aderencia"
"adesão",8,"ABSTRACT","0","adesao"
"adesão",39,"BOOK","0","adesao"
"adesão",70,"ARTICLE","0","adesao"
"adesão",567,"BOOK_CHAPTER","0","adesao"
"adesivo",1,"PATENT","0","adesivo"
"adesivos",11,"ARTICLE","0","adesivos"
"adeus",38,"BOOK","0","adeus"
"adeus",77,"BOOK_CHAPTER","0","adeus"
"adevaldo pereira de aragão",1,"NAME","0","0"
"adhemar santos de oliveira",1,"NAME","0","0"
"adherence",28,"ARTICLE","0","adherence"
"adherence",38,"BOOK_CHAPTER","0","adherence"
"adhesion",15,"ARTICLE","0","adhesion"
"adhesive",14,"ARTICLE","0","adhesive"
"adiabatic",8,"ARTICLE","0","adiabatic"
"adiabatic",64,"BOOK_CHAPTER","0","adiabatic"
"adiantoides",37,"BOOK_CHAPTER","0","adiantoides"
"adiantum",115,"BOOK_CHAPTER","0","adiantum"
"adição",3,"PATENT","0","adicao"
"adição",46,"ARTICLE","0","adicao"
"adição",265,"BOOK_CHAPTER","0","adicao"
"adição",452,"BOOK","0","adicao"
"adichie",38,"BOOK_CHAPTER","0","adichie"
"adicionado",38,"BOOK_CHAPTER","0","adicionado"
"adicionais",75,"BOOK_CHAPTER","0","adicionais"
"adilma nunes rocha",1,"NAME","0","0"
"adilson alves costa",1,"NAME","0","0"
"adilson amorim de sousa",1,"NAME","0","0"
"adilson da silva correia",1,"NAME","0","0"
"adilson de lima pereira",1,"NAME","0","0"
"adilson ventura da silva",1,"NAME","0","0"
"adilva de souza conceição",1,"NAME","0","0"
"adimnistração",21,"BOOK_CHAPTER","0","adimnistracao"
"adin",42,"BOOK_CHAPTER","0","adin"
"adi neves rocha",1,"NAME","0","0"
"adipose",10,"ARTICLE","0","adipose"
"adiposidade",38,"BOOK_CHAPTER","0","adiposidade"
"adiposity",15,"ARTICLE","0","adiposity"
"adiposo",38,"BOOK_CHAPTER","0","adiposo"
"aditivas",38,"BOOK_CHAPTER","0","aditivas"
"aditivo",1,"PATENT","0","aditivo"
"aditivos",18,"ARTICLE","0","aditivos"
"adivinhação",30,"BOOK_CHAPTER","0","adivinhacao"
"adjacências",21,"BOOK","0","adjacencias"
"adjacências",39,"BOOK_CHAPTER","0","adjacencias"
"adjacente",39,"BOOK_CHAPTER","0","adjacente"
"adjacentes",75,"BOOK_CHAPTER","0","adjacentes"
"adjeferson custódio gomes",1,"NAME","0","0"
"adjetivamente",21,"BOOK_CHAPTER","0","adjetivamente"
"adjunta",470,"ABSTRACT","0","adjunta"
"adjunto",3,"PATENT","0","adjunto"
"adjunto",21,"BOOK_CHAPTER","0","adjunto"
"adjunto",669,"ABSTRACT","0","adjunto"
"adjust",22,"BOOK_CHAPTER","0","adjust"
"adjuvant",13,"ARTICLE","0","adjuvant"
"adjuvante",21,"BOOK_CHAPTER","0","adjuvante"
"adller moreira chaves",1,"NAME","0","0"
"ádma bernardino magalhães",1,"NAME","0","0"
"admilson santa cruz do nascimento",1,"NAME","0","0"
"admilson santos",1,"NAME","0","0"
"administra",21,"BOOK_CHAPTER","0","administra"
"administração",138,"ARTICLE","0","administracao"
"administração",466,"SPEAKER","0","administracao"
"administração",815,"ABSTRACT","0","administracao"
"administração",1097,"BOOK","0","administracao"
"administração",2356,"BOOK_CHAPTER","0","administracao"
"administração da produção",1,"AREA"," administração ","0"
"administração de pessoal",1,"AREA"," administração ","0"
"administração de recursos humanos",1,"AREA"," administração ","0"
"administração de sistemas educacionais",1,"AREA"," educação ","0"
"administração de unidades educativas",1,"AREA"," educação ","0"
"administração do terceiro setor",1,"AREA"," administração ; administração de cooperativas ","0"
"administração e produção de filmes",1,"AREA"," artes ","0"
"administração e produção de filmes",1,"AREA"," artes ; administração de saúde pública ","0"
"administração financeira",1,"AREA"," administração ","0"
"administração hospitalar",1,"AREA"," administração ","0"
"administración",8,"SPEAKER","0","administracion"
"administración",69,"BOOK_CHAPTER","0","administracion"
"administrada",39,"BOOK","0","administrada"
"administrador",14,"ABSTRACT","0","administrador"
"administrador",45,"SPEAKER","0","administrador"
"administrador",59,"BOOK_CHAPTER","0","administrador"
"administradora",8,"ABSTRACT","0","administradora"
"administradores",21,"BOOK_CHAPTER","0","administradores"
"administradores",168,"BOOK","0","administradores"
"administrando",117,"BOOK","0","administrando"
"administrar",39,"BOOK","0","administrar"
"administrar",97,"BOOK_CHAPTER","0","administrar"
"administration",51,"ARTICLE","0","administration"
"administrativa",17,"ARTICLE","0","administrativa"
"administrativa",37,"ABSTRACT","0","administrativa"
"administrativa",38,"BOOK_CHAPTER","0","administrativa"
"administrativa",59,"BOOK","0","administrativa"
"administrativas",8,"ARTICLE","0","administrativas"
"administrativas",29,"ABSTRACT","0","administrativas"
"administrativas",38,"BOOK","0","administrativas"
"administrativas",244,"BOOK_CHAPTER","0","administrativas"
"administrativista",21,"BOOK_CHAPTER","0","administrativista"
"administrativo",11,"SPEAKER","0","administrativo"
"administrativo",78,"ABSTRACT","0","administrativo"
"administrativo",132,"BOOK_CHAPTER","0","administrativo"
"administrativo",452,"BOOK","0","administrativo"
"administrativos",9,"ARTICLE","0","administrativos"
"administrativos",14,"ABSTRACT","0","administrativos"
"administrativos",38,"BOOK","0","administrativos"
"administrativos",213,"BOOK_CHAPTER","0","administrativos"
"adminsitração",38,"BOOK_CHAPTER","0","adminsitracao"
"admiração",38,"BOOK_CHAPTER","0","admiracao"
"admiradores",30,"BOOK","0","admiradores"
"admissão",78,"BOOK_CHAPTER","0","admissao"
"admissibilidade",39,"BOOK_CHAPTER","0","admissibilidade"
"admitted",14,"ARTICLE","0","admitted"
"admixed",9,"ARTICLE","0","admixed"
"admnistração",21,"BOOK_CHAPTER","0","admnistracao"
"admoestações",39,"BOOK_CHAPTER","0","admoestacoes"
"adna barros ismerim",1,"NAME","0","0"
"adobe",10,"ARTICLE","0","adobe"
"adobe",38,"BOOK","0","adobe"
"adoção",27,"ARTICLE","0","adocao"
"adoção",54,"BOOK","0","adocao"
"adoção",176,"BOOK_CHAPTER","0","adocao"
"adoecer",94,"BOOK_CHAPTER","0","adoecer"
"adoecidas",21,"BOOK_CHAPTER","0","adoecidas"
"adoecimento",10,"ABSTRACT","0","adoecimento"
"adoecimento",20,"ARTICLE","0","adoecimento"
"adoecimento",21,"BOOK","0","adoecimento"
"adoecimento",751,"BOOK_CHAPTER","0","adoecimento"
"adolescencia",21,"BOOK_CHAPTER","0","adolescencia"
"adolescencia",39,"BOOK","0","adolescencia"
"adolescência",33,"ABSTRACT","0","adolescencia"
"adolescência",44,"SPEAKER","0","adolescencia"
"adolescência",90,"ARTICLE","0","adolescencia"
"adolescência",201,"BOOK","0","adolescencia"
"adolescência",1031,"BOOK_CHAPTER","0","adolescencia"
"adolescências",39,"BOOK_CHAPTER","0","adolescencias"
"adolescent",35,"ARTICLE","0","adolescent"
"adolescent",42,"BOOK_CHAPTER","0","adolescent"
"adolescente",54,"ARTICLE","0","adolescente"
"adolescente",67,"ABSTRACT","0","adolescente"
"adolescente",87,"SPEAKER","0","adolescente"
"adolescente",402,"BOOK","0","adolescente"
"adolescente",1197,"BOOK_CHAPTER","0","adolescente"
"adolescentes",25,"ABSTRACT","0","adolescentes"
"adolescentes",46,"SPEAKER","0","adolescentes"
"adolescentes",415,"ARTICLE","0","adolescentes"
"adolescentes",692,"BOOK","0","adolescentes"
"adolescentes",3753,"BOOK_CHAPTER","0","adolescentes"
"adolescents",38,"BOOK","0","adolescents"
"adolescents",96,"BOOK_CHAPTER","0","adolescents"
"adolescents",125,"ARTICLE","0","adolescents"
"adolescer",115,"BOOK_CHAPTER","0","adolescer"
"adolfo",38,"BOOK","0","adolfo"
"adonias",8,"ARTICLE","0","adonias"
"adonias",11,"SPEAKER","0","adonias"
"adonias",60,"BOOK_CHAPTER","0","adonias"
"adora",38,"BOOK","0","adora"
"adoração",16,"BOOK","0","adoracao"
"adorar",38,"BOOK_CHAPTER","0","adorar"
"adormecida",38,"BOOK_CHAPTER","0","adormecida"
"adormecido",38,"BOOK_CHAPTER","0","adormecido"
"adorno",152,"BOOK_CHAPTER","0","adorno"
"adotada",37,"BOOK_CHAPTER","0","adotada"
"adotadas",11,"ARTICLE","0","adotadas"
"adotadas",21,"BOOK_CHAPTER","0","adotadas"
"adotadas",37,"BOOK","0","adotadas"
"adotado",76,"BOOK_CHAPTER","0","adotado"
"adotados",77,"BOOK_CHAPTER","0","adotados"
"adote",30,"BOOK_CHAPTER","0","adote"
"adotivo",38,"BOOK_CHAPTER","0","adotivo"
"adpf",20,"BOOK","0","adpf"
"adpf",152,"BOOK_CHAPTER","0","adpf"
"adquirida",11,"ARTICLE","0","adquirida"
"adquirida",96,"BOOK_CHAPTER","0","adquirida"
"adquiridas",38,"BOOK_CHAPTER","0","adquiridas"
"adquirido",30,"BOOK_CHAPTER","0","adquirido"
"adquirido",60,"BOOK","0","adquirido"
"adquiridos",30,"BOOK_CHAPTER","0","adquiridos"
"adrenérgicos",22,"BOOK_CHAPTER","0","adrenergicos"
"adriana",37,"BOOK","0","adriana"
"adriana",38,"BOOK_CHAPTER","0","adriana"
"adriana alves nery",1,"NAME","0","0"
"adriana bozzi",1,"NAME","0","0"
"adriana braitt lima",1,"NAME","0","0"
"adriana brasil vieira wyzykowski",1,"NAME","0","0"
"adriana camargo pereira",1,"NAME","0","0"
"adriana campos da silva",1,"NAME","0","0"
"adriana carneiro da silva",1,"NAME","0","0"
"adriana castro vieira andrade",1,"NAME","0","0"
"adriana dantas reis",1,"NAME","0","0"
"adriana david ferreira gusmão",1,"NAME","0","0"
"adriana de borges gomes",1,"NAME","0","0"
"adriana dias cardoso",1,"NAME","0","0"
"adriana dos reis",1,"NAME","0","0"
"adriana dos santos marmori lima",1,"NAME","0","0"
"adriana dos santos reis lemos",1,"NAME","0","0"
"adriana esteves gama novaes",1,"NAME","0","0"
"adriana galdino batista pereira",1,"NAME","0","0"
"adriana helena moreira",1,"NAME","0","0"
"adriana kazue takako",1,"NAME","0","0"
"adriana maria cunha da silva",1,"NAME","0","0"
"adriana maria de abreu barbosa",1,"NAME","0","0"
"adriana mattos viana",1,"NAME","0","0"
"adriana moreira pimentel teixeira",1,"NAME","0","0"
"adriana nogueira vieira lima",1,"NAME","0","0"
"adriana oliveira carvalho",1,"NAME","0","0"
"adriana pereira de lacerda",1,"NAME","0","0"
"adriana queiroz de almeida",1,"NAME","0","0"
"adriana ramos",1,"NAME","0","0"
"adriana rodrigues passos",1,"NAME","0","0"
"adriana santos tabosa",1,"NAME","0","0"
"adriana silva amorim",1,"NAME","0","0"
"adriana silva teles boudoux",1,"NAME","0","0"
"adriana stella cardoso lessa de oliveira",1,"NAME","0","0"
"adriane lizbehd halmann",1,"NAME","0","0"
"adrianno espindola sandes",1,"NAME","0","0"
"adriano",37,"BOOK_CHAPTER","0","adriano"
"adriano alves de rezende",1,"NAME","0","0"
"adriano antônio lima menezes",1,"NAME","0","0"
"adriano de jesus da silva",1,"NAME","0","0"
"adriano eysen rego",1,"NAME","0","0"
"adriano hoth cerqueira",1,"NAME","0","0"
"adriano marcus stuchi",1,"NAME","0","0"
"adriano monteiro d'almeida monteiro",1,"NAME","0","0"
"adriano pedreira cattai",1,"NAME","0","0"
"adriza santos silva barbosa",1,"NAME","0","0"
"adroaldo oliveira dos santos",1,"NAME","0","0"
"adson demetrio silva amparo",1,"NAME","0","0"
"adson dos santos bastos",1,"NAME","0","0"
"adson martins meira",1,"NAME","0","0"
"adsorbed",12,"ARTICLE","0","adsorbed"
"adsorbent",9,"ARTICLE","0","adsorbent"
"adsorbents",12,"ARTICLE","0","adsorbents"
"adsorção",13,"ARTICLE","0","adsorcao"
"adsorção",15,"ABSTRACT","0","adsorcao"
"adsorção",272,"BOOK_CHAPTER","0","adsorcao"
"adsorption",30,"BOOK_CHAPTER","0","adsorption"
"adsorption",89,"ARTICLE","0","adsorption"
"adsortivo",1,"PATENT","0","adsortivo"
"adsorvente",5,"PATENT","0","adsorvente"
"adsorvente",228,"BOOK_CHAPTER","0","adsorvente"
"adsorvidos",2,"PATENT","0","adsorvidos"
"adstringens",38,"BOOK_CHAPTER","0","adstringens"
"adstritas",78,"BOOK_CHAPTER","0","adstritas"
"adubação",8,"ABSTRACT","0","adubacao"
"adubação",66,"ARTICLE","0","adubacao"
"adubação",394,"BOOK_CHAPTER","0","adubacao"
"adubações",13,"ARTICLE","0","adubacoes"
"adubado",8,"ARTICLE","0","adubado"
"adubado",38,"BOOK_CHAPTER","0","adubado"
"adubados",8,"ARTICLE","0","adubados"
"adubos",58,"BOOK_CHAPTER","0","adubos"
"adult",38,"BOOK_CHAPTER","0","adult"
"adult",74,"ARTICLE","0","adult"
"adult",220,"BOOK","0","adult"
"adulta",43,"BOOK","0","adulta"
"adulta",255,"BOOK_CHAPTER","0","adulta"
"adultas",10,"ABSTRACT","0","adultas"
"adultas",17,"SPEAKER","0","adultas"
"adultas",55,"ARTICLE","0","adultas"
"adultas",228,"BOOK","0","adultas"
"adultas",959,"BOOK_CHAPTER","0","adultas"
"adulterantes",38,"BOOK_CHAPTER","0","adulterantes"
"adultização",76,"BOOK_CHAPTER","0","adultizacao"
"adulto",18,"SPEAKER","0","adulto"
"adulto",71,"ABSTRACT","0","adulto"
"adulto",215,"BOOK","0","adulto"
"adulto",284,"BOOK_CHAPTER","0","adulto"
"adultos",189,"SPEAKER","0","adultos"
"adultos",264,"ABSTRACT","0","adultos"
"adultos",358,"ARTICLE","0","adultos"
"adultos",2086,"BOOK","0","adultos"
"adultos",8759,"BOOK_CHAPTER","0","adultos"
"adults",74,"BOOK_CHAPTER","0","adults"
"adults",177,"ARTICLE","0","adults"
"aduneb",97,"BOOK_CHAPTER","0","aduneb"
"adunnì",21,"BOOK_CHAPTER","0","adunni"
"adusb",8,"ABSTRACT","0","adusb"
"advanced",12,"ARTICLE","0","advanced"
"advanced",38,"BOOK_CHAPTER","0","advanced"
"advancement",37,"BOOK","0","advancement"
"advancements",37,"BOOK_CHAPTER","0","advancements"
"advances",25,"ARTICLE","0","advances"
"advances",59,"BOOK_CHAPTER","0","advances"
"advances",118,"BOOK","0","advances"
"adventista",10,"ABSTRACT","0","adventista"
"adventista",78,"BOOK_CHAPTER","0","adventista"
"advento",21,"BOOK_CHAPTER","0","advento"
"advérbios",14,"ARTICLE","0","adverbios"
"advérbios",38,"BOOK","0","adverbios"
"adverbs",39,"BOOK_CHAPTER","0","adverbs"
"adversários",37,"BOOK_CHAPTER","0","adversarios"
"adversas",13,"ARTICLE","0","adversas"
"adversas",21,"BOOK_CHAPTER","0","adversas"
"adverse",10,"ARTICLE","0","adverse"
"adversidade",9,"SPEAKER","0","adversidade"
"adversidade",158,"BOOK_CHAPTER","0","adversidade"
"adversidades",38,"BOOK","0","adversidades"
"adversidades",76,"BOOK_CHAPTER","0","adversidades"
"adversos",20,"ARTICLE","0","adversos"
"adversos",377,"BOOK_CHAPTER","0","adversos"
"advertisement",37,"ARTICLE","0","advertisement"
"advindas",72,"BOOK_CHAPTER","0","advindas"
"advocacia",13,"SPEAKER","0","advocacia"
"advocacia",25,"ABSTRACT","0","advocacia"
"advocacia",42,"BOOK_CHAPTER","0","advocacia"
"advogada",43,"ABSTRACT","0","advogada"
"advogado",68,"ABSTRACT","0","advogado"
"advogados",11,"SPEAKER","0","advogados"
"advogados",32,"ABSTRACT","0","advogados"
"advogados",145,"BOOK_CHAPTER","0","advogados"
"ady sá teles santana",1,"NAME","0","0"
"aechmea",17,"ARTICLE","0","aechmea"
"aechmea",38,"BOOK_CHAPTER","0","aechmea"
"aedes",8,"BOOK","0","aedes"
"aedes",54,"ARTICLE","0","aedes"
"aedes",271,"BOOK_CHAPTER","0","aedes"
"aegypti",8,"BOOK","0","aegypti"
"aegypti",52,"ARTICLE","0","aegypti"
"aegypti",271,"BOOK_CHAPTER","0","aegypti"
"aenea",11,"ARTICLE","0","aenea"
"aérea",21,"ARTICLE","0","aerea"
"aérea",77,"BOOK_CHAPTER","0","aerea"
"aéreas",8,"ARTICLE","0","aereas"
"aéreas",330,"BOOK_CHAPTER","0","aereas"
"aéreo",39,"BOOK_CHAPTER","0","aereo"
"aerial",10,"ARTICLE","0","aerial"
"aerial",21,"BOOK_CHAPTER","0","aerial"
"aerobic",25,"ARTICLE","0","aerobic"
"aeróbico",1,"PATENT","0","aerobico"
"aerodinâmicas",38,"BOOK_CHAPTER","0","aerodinamicas"
"aeroespaciais",38,"BOOK_CHAPTER","0","aeroespaciais"
"aerofolio",1,"PATENT","0","aerofolio"
"aerofólios",1,"PATENT","0","aerofolios"
"aerofones",36,"BOOK","0","aerofones"
"aeromonas",34,"BOOK_CHAPTER","0","aeromonas"
"aeronáuticas",1,"PATENT","0","aeronauticas"
"aerophones",36,"BOOK","0","aerophones"
"aeroporto",37,"BOOK_CHAPTER","0","aeroporto"
"aerossol",62,"BOOK_CHAPTER","0","aerossol"
"aerossolavalição",41,"BOOK_CHAPTER","0","aerossolavalicao"
"aeruginosa",8,"ARTICLE","0","aeruginosa"
"aescrever",38,"BOOK_CHAPTER","0","aescrever"
"aesthetic",13,"ARTICLE","0","aesthetic"
"aesthetic",38,"BOOK_CHAPTER","0","aesthetic"
"aethroidea",38,"BOOK_CHAPTER","0","aethroidea"
"afago",21,"BOOK_CHAPTER","0","afago"
"afagos",37,"BOOK_CHAPTER","0","afagos"
"afasia",10,"ARTICLE","0","afasia"
"afasia",190,"BOOK_CHAPTER","0","afasia"
"afásico",38,"BOOK_CHAPTER","0","afasico"
"afásicos",38,"BOOK_CHAPTER","0","afasicos"
"afasta",38,"BOOK_CHAPTER","0","afasta"
"afayas",38,"BOOK","0","afayas"
"afazeres",37,"BOOK_CHAPTER","0","afazeres"
"afecções",38,"BOOK_CHAPTER","0","afeccoes"
"afectados",38,"BOOK_CHAPTER","0","afectados"
"afectiva",38,"BOOK_CHAPTER","0","afectiva"
"afeic",39,"BOOK_CHAPTER","0","afeic"
"afeta",75,"BOOK_CHAPTER","0","afeta"
"afetação",38,"BOOK_CHAPTER","0","afetacao"
"afetações",30,"BOOK_CHAPTER","0","afetacoes"
"afetadas",30,"BOOK_CHAPTER","0","afetadas"
"afetados",30,"BOOK","0","afetados"
"afetados",114,"BOOK_CHAPTER","0","afetados"
"afetam",96,"BOOK_CHAPTER","0","afetam"
"afetando",38,"BOOK_CHAPTER","0","afetando"
"afetiva",9,"ARTICLE","0","afetiva"
"afetiva",21,"BOOK","0","afetiva"
"afetiva",260,"BOOK_CHAPTER","0","afetiva"
"afetivas",11,"ARTICLE","0","afetivas"
"afetivas",38,"BOOK","0","afetivas"
"afetivas",139,"BOOK_CHAPTER","0","afetivas"
"afetividade",10,"ABSTRACT","0","afetividade"
"afetividade",14,"ARTICLE","0","afetividade"
"afetividade",38,"BOOK","0","afetividade"
"afetividade",548,"BOOK_CHAPTER","0","afetividade"
"afetividades",59,"BOOK","0","afetividades"
"afetivo",12,"ARTICLE","0","afetivo"
"afetivo",38,"BOOK","0","afetivo"
"afetivo",334,"BOOK_CHAPTER","0","afetivo"
"afeto",11,"ARTICLE","0","afeto"
"afeto",189,"BOOK","0","afeto"
"afeto",553,"BOOK_CHAPTER","0","afeto"
"afetos",8,"ABSTRACT","0","afetos"
"afetos",9,"SPEAKER","0","afetos"
"afetos",23,"ARTICLE","0","afetos"
"afetos",232,"BOOK","0","afetos"
"afetos",384,"BOOK_CHAPTER","0","afetos"
"affacciano",38,"BOOK_CHAPTER","0","affacciano"
"affect",51,"ARTICLE","0","affect"
"affected",32,"ARTICLE","0","affected"
"affecting",15,"ARTICLE","0","affecting"
"affects",48,"ARTICLE","0","affects"
"affinity",26,"ARTICLE","0","affinity"
"affordances",38,"BOOK_CHAPTER","0","affordances"
"afica",38,"BOOK_CHAPTER","0","afica"
"afiliação",8,"ARTICLE","0","afiliacao"
"afim",76,"BOOK_CHAPTER","0","afim"
"afinada",38,"BOOK_CHAPTER","0","afinada"
"afinal",37,"BOOK","0","afinal"
"afinal",151,"BOOK_CHAPTER","0","afinal"
"afinar",38,"BOOK_CHAPTER","0","afinar"
"afinidade",21,"BOOK_CHAPTER","0","afinidade"
"afinidades",77,"BOOK_CHAPTER","0","afinidades"
"afins",1,"PATENT","0","afins"
"afins",10,"ABSTRACT","0","afins"
"afins",50,"BOOK","0","afins"
"afirmação",15,"ARTICLE","0","afirmacao"
"afirmação",21,"BOOK","0","afirmacao"
"afirmação",638,"BOOK_CHAPTER","0","afirmacao"
"afirmando",30,"BOOK_CHAPTER","0","afirmando"
"afirmar",37,"BOOK_CHAPTER","0","afirmar"
"afirmativa",19,"SPEAKER","0","afirmativa"
"afirmativa",60,"BOOK","0","afirmativa"
"afirmativa",384,"BOOK_CHAPTER","0","afirmativa"
"afirmativas",32,"ARTICLE","0","afirmativas"
"afirmativas",56,"ABSTRACT","0","afirmativas"
"afirmativas",76,"SPEAKER","0","afirmativas"
"afirmativas",542,"BOOK","0","afirmativas"
"afirmativas",1544,"BOOK_CHAPTER","0","afirmativas"
"afirse",26,"SPEAKER","0","afirse"
"aflatoxinas",22,"BOOK","0","aflatoxinas"
"aflições",38,"BOOK_CHAPTER","0","aflicoes"
"aflora",38,"BOOK","0","aflora"
"aflorado",38,"BOOK_CHAPTER","0","aflorado"
"afonso",18,"SPEAKER","0","afonso"
"afonso",31,"ARTICLE","0","afonso"
"afonso",51,"ABSTRACT","0","afonso"
"afonso",195,"BOOK","0","afonso"
"afonso",652,"BOOK_CHAPTER","0","afonso"
"afonso henriques",1,"NAME","0","0"
"afonso mancuso de mesquita",1,"NAME","0","0"
"afor",38,"BOOK_CHAPTER","0","afor"
"afora",21,"BOOK_CHAPTER","0","afora"
"aforismos",38,"BOOK_CHAPTER","0","aforismos"
"aformação",30,"BOOK","0","aformacao"
"afoxé",21,"BOOK","0","afoxe"
"afoxé",89,"BOOK_CHAPTER","0","afoxe"
"afoxê",21,"BOOK","0","afoxe"
"afoxés",37,"BOOK_CHAPTER","0","afoxes"
"afoxés",76,"BOOK","0","afoxes"
"afoxezeiros",38,"BOOK_CHAPTER","0","afoxezeiros"
"afrânio",145,"BOOK_CHAPTER","0","afranio"
"africa",17,"ARTICLE","0","africa"
"africa",21,"SPEAKER","0","africa"
"africa",38,"BOOK_CHAPTER","0","africa"
"africa",116,"BOOK","0","africa"
"áfrica",38,"ARTICLE","0","africa"
"áfrica",66,"ABSTRACT","0","africa"
"áfrica",173,"SPEAKER","0","africa"
"áfrica",804,"BOOK","0","africa"
"áfrica",1118,"BOOK_CHAPTER","0","africa"
"africaine",38,"BOOK_CHAPTER","0","africaine"
"african",13,"SPEAKER","0","african"
"african",22,"BOOK_CHAPTER","0","african"
